Company Name,Industry Type,Primary Office Location,Operating Locations,Job Openings,Total Reviews,Overall Rating,Job Security,Work Life Balance,Work Satisfaction,Promotions
Matrimony.com,Internet,Chennai,64,35,1600,4.0,High,High,Medium,Medium
Compass Group Support Services,Facility Management Services,Bangalore,77,44,1600,4.0,High,High,Medium,Low
Orchids International School,Education & Training,Bangalore,34,21,1600,3.8,Medium,Medium,Medium,Low
Vardhman Fabrics,Fashion & Textile,Baddi,63,10,1600,4.0,High,High,Medium,Low
CG Power and Industrial Solutions,Electrical Equipment,Bhopal,91,5,1600,3.8,Medium,Medium,Medium,Low
Hero Motors Company,Automobile,Ghaziabad,231,0,1600,3.9,High,High,Medium,Low
Chegg,EdTech,New Delhi,78,6,1600,4.1,Low,High,High,Low
Suryoday Small Finance Bank,Banking,Mumbai,231,2,1600,4.0,Medium,Medium,Medium,Medium
Arvind Group,Fashion & Textile,Ahmedabad,92,0,1600,4.0,High,High,Medium,Low
Patanjali Foods,FMCG,Haridwar,230,2,1600,3.8,Medium,Medium,Low,Low
CMA CGM,Ports & Shipping,Chennai,38,11,1600,3.9,High,High,Medium,Low
Belrise Industries,Auto Components,Pune,59,12,1600,3.7,Medium,Medium,Medium,Low
PharmEasy,Internet,Bangalore,71,1,1600,3.7,Low,Medium,Low,Low
HERE Technologies,IT Services & Consulting,Mumbai,20,20,1600,3.8,High,High,Medium,Low
Clover Infotech,IT Services & Consulting,Mumbai,23,97,1600,3.4,Medium,Medium,Low,Low
IIFL SAMASTA,NBFC,Bangalore,398,0,1600,3.7,Medium,Medium,Low,Low
Krishna Maruti,Auto Components,Gurgaon,51,7,1600,3.8,High,High,Medium,Low
Marico,FMCG,Mumbai,183,23,1600,3.8,Medium,Medium,Medium,Low
Coronis Ajuba Solutions,BPO,Chennai,32,18,1600,3.9,High,High,Medium,Low
Honda,Automobile,Gurgaon,228,5,1600,4.1,High,High,Medium,Medium
Wockhardt,Pharma,Aurangabad,84,1,1600,3.8,Medium,High,Medium,Low
ReNew,Power,Gurgaon,106,51,1600,4.3,High,High,Medium,Medium
Welspun Living Limited,Fashion & Textile,Anjar,86,0,1600,3.9,Medium,Medium,Medium,Low
Tata 1mg,Internet,Gurgaon,64,61,1600,3.6,Medium,Medium,Low,Low
Toyota Kirloskar Motor,Automobile,Bangalore,91,0,1600,4.3,High,Medium,Medium,Medium
Emami,FMCG,Kolkata,175,6,1600,3.8,High,High,Medium,Low
Satin Creditcare Network,NBFC,Gurgaon,323,1,1500,3.9,Medium,High,Medium,Medium
Godrej Industries Group,Real Estate,Mumbai,149,3,1500,3.9,High,High,Medium,Low
Teva Pharmaceuticals,Pharma,Bangalore,53,41,1500,3.9,Medium,High,Medium,Low
Goldman Sachs,Financial Services,Bangalore,23,216,1500,3.3,Low,Low,Medium,Low
ZF Commercial Vehicle Control Systems,Auto Components,Chennai,49,0,1500,3.9,Medium,Medium,Medium,Low
Veritas Finance,NBFC,Chennai,299,0,1500,4.4,Medium,High,Medium,Medium
Dixon Technologies,Electronics Manufacturing,Noida,47,3,1500,3.9,Medium,Medium,Medium,Medium
KFC,Hospitality,New Delhi,173,0,1500,4.1,High,Medium,Medium,Medium
Shriram Life Insurance,Insurance,Hyderabad,322,35,1500,3.5,Low,Medium,Low,Low
iOPEX Technologies,IT Services & Consulting,Chennai,17,39,1500,3.2,Medium,Medium,Low,Low
Supreme Industries,Petrochemicals,Gwalior,122,0,1500,4.1,High,High,High,Low
Mercer,Management Consulting,New Delhi,18,72,1500,3.6,Medium,Medium,Low,Low
Greenko Group,Power,Hyderabad,227,3,1500,3.9,High,High,Medium,Low
NielsenIQ,Analytics & KPO,Chennai,55,31,1500,3.5,Medium,Medium,Medium,Low
Sanofi,Pharma,Hyderabad,92,4,1500,4.0,Medium,High,High,Low
Cemindia Projects,Engineering & Construction,Mumbai,88,3,1500,4.2,High,Medium,Medium,Medium
Relaxo Footwear,Fashion & Textile,New Delhi,159,46,1500,4.0,High,High,Medium,Low
Dainik Bhaskar Group,Printing & Publishing,Bhopal,139,52,1500,4.2,Medium,High,Medium,Medium
Bajaj Capital,Financial Services,New Delhi,174,92,1500,3.6,Low,Medium,Low,Low
Asahi India Glass,Auto Components,Chennai,88,96,1500,3.8,High,Medium,Medium,Low
Marriott International,Hospitality,Bangalore,91,1300,1500,4.1,High,Medium,Medium,Medium
IFB,Consumer Electronics & Appliances,Bangalore,178,0,1500,3.6,Medium,Medium,Low,Low
Broadridge Financial Solutions,FinTech,Hyderabad,15,50,1500,3.8,High,High,Medium,Low
HCL Infosystems,IT Services & Consulting,Noida,105,3,1500,4.0,High,High,Medium,Medium
Amul India,Food Processing,Ahmedabad,206,2,1500,4.0,High,High,Medium,Low
Suguna Foods,Food Processing,Coimbatore,202,17,1500,4.0,Medium,High,Medium,Low
IndiaFirst Life Insurance,Insurance,Mumbai,243,46,1500,3.8,Medium,Medium,Medium,Medium
Urban Company,Internet,Gurgaon,60,65,1500,3.3,Low,Low,Medium,Low
Nayara Energy,Oil & Gas,Jamnagar,97,1,1500,4.2,High,High,Medium,Low
Oracle Cerner,Software Product,Bangalore,8,0,1500,3.4,Medium,High,Medium,Low
Tesco,Retail,Bangalore,18,5,1500,3.6,High,High,Low,Low
Gujarat Fluorochemicals,Chemicals,Bharuch,33,7,1500,3.9,High,High,Medium,Low
Muthoot Microfin,NBFC,Kochi,407,16,1500,4.2,High,High,Medium,Medium
Kotak Mahindra Prime,NBFC,Mumbai,172,0,1500,3.9,High,High,Medium,Low
Bisleri,Beverage,Mumbai,178,17,1500,4.2,High,High,Medium,Low
Hinduja Leyland Finance,NBFC,Chennai,299,6,1500,4.0,Medium,High,High,Low
Lumax Industries,Auto Components,Gurgaon,42,13,1500,3.9,High,Medium,Medium,Low
Steel Strips Wheels,Auto Components,Chennai,52,2,1500,3.7,Medium,Medium,Medium,Low
Patra India,BPO,Visakhapatnam,28,6,1500,3.6,High,Medium,Medium,Low
Evalueserve,Analytics & KPO,Gurgaon,16,73,1500,3.1,Medium,Medium,Low,Low
XL Dynamics,IT Services & Consulting,Mumbai,33,4,1500,3.4,Low,Low,Medium,Medium
Tanishq,Jewellery,Kolkata,235,0,1400,4.2,Medium,High,Medium,Medium
Max Fashion,Retail,Bangalore,154,5,1500,4.0,High,Medium,Medium,Medium
GMR Group,Engineering & Construction,New Delhi,73,38,1500,4.0,High,High,Medium,Low
Ashoka Buildcon,Engineering & Construction,Nashik,156,0,1500,4.1,Medium,High,High,Medium
Piramal Pharma,Pharma,Mumbai,84,41,1500,4.0,High,High,Medium,Low
Karur Vysya Bank,Banking,Chennai,189,8,1500,3.5,Medium,Medium,Low,Low
GE VERNOVA,Power,Bangalore,84,259,1500,4.1,Medium,High,High,Low
Honeywell Technology Solutions,Industrial Automation,Bangalore,19,0,1500,3.7,High,Medium,Low,Low
Canara Bank,Banking,Bangalore,216,4,1500,3.5,High,Low,Low,Medium
SHYAM METALICS AND ENERGY,Metals & Mining,Sambalpur,76,9,1500,3.4,Medium,Medium,Low,Low
SAI Life Sciences,Clinical Research,Hyderabad,27,25,1400,3.9,Medium,Medium,Medium,Low
Taurus BPO Services,BPO,Pune,24,0,1400,4.1,Medium,High,High,Medium
Page Industries,Fashion & Textile,Bangalore,164,1,1400,4.2,High,High,Medium,Low
QualityKiosk Technologies,IT Services & Consulting,Mumbai,21,238,1400,3.3,Medium,Medium,Low,Low
Gland Pharma,Pharma,Hyderabad,36,0,1400,4.0,High,High,Medium,Medium
Oberoi Group of Hotels,Hospitality,New Delhi,39,0,1400,4.1,High,Medium,Medium,Medium
Tata Consumer Products,FMCG,Bangalore,221,2,1400,3.5,Medium,Medium,Low,Low
Tata Group,IT Services & Consulting,Mumbai,171,1,1400,4.2,High,High,Medium,Medium
Wheelseye Technology,Internet,Gurgaon,223,18,1400,3.4,Low,Medium,Medium,Low
ISS Facility Services,Facility Management Services,Mumbai,67,15,1400,4.0,High,High,Medium,Low
Aon,Management Consulting,Gurgaon,25,41,1400,3.8,High,High,Medium,Low
Devyani International,Hospitality,New Delhi,135,14,1400,3.8,Medium,Medium,Medium,Low
Indoco Remedies,Pharma,Mumbai,85,4,1400,3.4,Low,Medium,Medium,Low
Daimler India Commercial Vehicles,Automobile,Chennai,49,7,1400,3.9,High,High,Medium,Low
Tata AutoComp Systems,Auto Components,Pune,44,22,1400,3.8,High,Medium,Medium,Low
Hyatt Regency,Hospitality,New Delhi,52,10,1400,4.0,High,Medium,Medium,Medium
Valeo,Auto Components,Chennai,24,97,1400,4.0,High,High,Medium,Low
NIIT,Education & Training,Gurgaon,102,38,1400,3.5,Medium,Medium,Low,Low
Sonata Software,IT Services & Consulting,Bangalore,17,183,1400,3.4,Medium,Medium,Medium,Low
Apco Infratech,Engineering & Construction,Lucknow,94,46,1400,3.8,Low,Medium,Medium,Low
Acmegrade,EdTech,Bangalore,22,0,1400,3.9,Medium,Medium,High,Medium
Narayana Educational Society,Education & Training,Hyderabad,146,18,1400,3.5,Medium,Low,Medium,Low
V5 Global Services,Recruitment,New Delhi,215,1,1400,3.9,Medium,High,Medium,Low
Bharat Forge,Auto Components,Pune,29,5,1400,3.8,Medium,Medium,Medium,Low
Agilus Diagnostics,Healthcare,Mumbai,137,9,1400,4.1,Medium,High,High,Medium
Health Care Global Enterprises,Healthcare,Bangalore,52,72,1400,4.1,High,High,Medium,Medium
Airtel Payments Bank,Banking,Gurgaon,326,11,1400,3.8,Medium,Medium,Medium,Low
AB InBev India,Beverage,Bangalore,78,73,1400,3.3,Low,Medium,Low,Low
Heritage Foods,Food Processing,Hyderabad,125,20,1400,4.0,High,High,Medium,Medium
Amneal Pharmaceuticals,Pharma,Ahmedabad,44,34,1400,4.2,High,High,Medium,Medium
Apexon,IT Services & Consulting,Bangalore,22,76,1400,3.3,Low,Medium,Low,Low
Sony,Consumer Electronics & Appliances,New Delhi,146,2,1400,4.1,Medium,High,High,Low
IDC Technologies,IT Services & Consulting,Noida,67,7,1400,3.1,Low,Medium,Medium,Low
Acuity Knowledge Partners,Analytics & KPO,Bangalore,17,84,1400,3.2,Medium,Medium,Medium,Low
Happiest Minds Technologies,IT Services & Consulting,Bangalore,18,340,1400,3.4,Medium,Medium,Low,Low
Tieto,IT Services & Consulting,Pune,15,84,1400,4.2,Medium,High,High,Medium
PNB Housing Finance,NBFC,New Delhi,169,4,1400,3.8,High,Medium,Medium,Low
J. Kumar Infraprojects,Engineering & Construction,Mumbai,41,0,1400,4.1,High,High,High,Low
SBFC Finance,NBFC,Mumbai,215,55,1400,3.8,Medium,Medium,Medium,Medium
CIE Automotive India Limited (Formerly known as Mahindra CIE Automotive Limited),Auto Components,Pune,48,3,1400,3.6,Medium,Medium,Low,Low
The Muthoot Group,Financial Services,New Delhi,308,0,1400,3.6,Medium,Low,Medium,Low
TCS iON,IT Services & Consulting,Chennai,115,0,1400,3.9,High,Medium,Medium,Low
Xiaomi,Consumer Electronics & Appliances,Bangalore,212,11,1400,3.8,Low,Medium,Medium,Low
Morningstar,Financial Services,Mumbai,19,134,1400,3.7,High,High,Low,Low
VLCC,Beauty & Personal Care,New Delhi,112,27,1400,3.3,Medium,Low,Medium,Low
Unisys,IT Services & Consulting,Bangalore,19,34,1400,3.5,Medium,Medium,Low,Low
Jaquar,Building Material,Gurgaon,116,4,1400,4.1,High,High,Medium,Low
Jaquar,Building Material,Gurgaon,116,4,1400,4.1,High,High,Medium,Low
Vfs Global Services,IT Services & Consulting,Mumbai,33,16,1400,3.5,Medium,Medium,Medium,Low
Indegene,Analytics & KPO,Bangalore,33,67,1400,3.3,Medium,Medium,Low,Low
FedEx Express,Logistics,Mumbai,93,34,1400,4.0,High,High,Medium,Low
Sansera Engineering,Auto Components,Bangalore,29,17,1400,4.0,Medium,High,Medium,Low
Altimetrik,IT Services & Consulting,Bangalore,15,48,1400,3.6,Low,Medium,Low,Low
AtkinsRealis,Engineering & Construction,Bangalore,56,249,1400,3.7,Medium,High,Low,Low
Aumovio,Auto Components,Bangalore,22,8,1400,3.9,Medium,High,Medium,Low
Faurecia,Auto Components,Pune,29,7,1400,3.9,Medium,Medium,Medium,Low
Infogain,IT Services & Consulting,Bangalore,24,143,1400,3.5,Low,Medium,Medium,Low
DCM Shriram,Chemicals,Bharuch,111,3,1400,4.1,High,High,Medium,Medium
Sheenlac Paints,Chemicals,Chennai,163,2,1400,4.2,Medium,High,Medium,Medium
Oracle Financial Services Software,Software Product,Bangalore,22,0,1400,3.4,High,Medium,Low,Low
Slk Software Services,IT Services & Consulting,Bangalore,16,318,1400,3.2,Medium,Medium,Low,Low
Adobe,Software Product,Bangalore,22,165,1300,3.8,Medium,High,Low,Low
Paytm Payments Bank,Banking,Noida,138,1,1300,3.8,Low,High,Medium,Low
Kantar,Analytics & KPO,Bangalore,45,11,1300,3.5,Medium,Medium,Low,Low
Sharekhan,Financial Services,Mumbai,114,65,1300,3.7,Medium,Medium,Low,Low
Aforeserve,IT Services & Consulting,Mumbai,159,18,1300,3.4,Low,Medium,Medium,Low
Big Bazaar,Retail,New Delhi,160,0,1300,4.3,Medium,Medium,High,Medium
Big Bazaar,Retail,New Delhi,160,0,1300,4.3,Medium,Medium,High,Medium
EOSGlobe,BPO,Mumbai,30,12,1300,2.9,Medium,Medium,Low,Low
Nykaa,Internet,Mumbai,116,1,1300,3.4,Medium,Medium,Low,Low
MedPlus,Retail,Hyderabad,137,33,1300,3.6,Medium,Medium,Low,Low
Worley,Engineering & Construction,Mumbai,56,55,1300,4.1,Medium,High,High,Low
Amity University,Education & Training,Noida,87,68,1300,3.6,High,Medium,Medium,Low
Chandigarh University,Education & Training,Chandigarh,49,111,1300,4.1,High,High,Medium,Medium
Fino Payments Bank,Banking,Mumbai,269,7,1300,3.9,High,High,Medium,Low
Bajaj Housing Finance,NBFC,Pune,169,67,1300,3.6,Medium,Low,Low,Medium
DEXIT Global,IT Services & Consulting,Mumbai,152,1,1300,3.5,Medium,Medium,Low,Low
Bharat FIH,Electronics Manufacturing,Chennai,40,0,1300,3.7,Low,Medium,Medium,Low
JioMart,Retail,Mumbai,298,0,1300,3.9,Medium,High,Medium,Low
Fusion Finance,NBFC,New Delhi,331,3,1400,3.9,Medium,High,Medium,Medium
Labmentix,Other,Bangalore,33,0,1300,4.5,Medium,High,Medium,Medium
Collabera Talent Solutions,Recruitment,Bangalore,44,14,1300,3.4,Low,Medium,Medium,Low
TÜV SÜD,"Testing, Inspection and Certification (TIC)",Bangalore,126,94,1300,3.9,Medium,High,High,Low
Unichem Laboratories,Pharma,Ghaziabad,78,15,1300,3.7,High,Medium,Medium,Low
Iffco Tokio General Insurance Co.,Insurance,Gurgaon,275,0,1300,3.7,Medium,Medium,Medium,Low
GE,Defence & Aerospace,Bangalore,77,43,1300,4.1,Medium,High,High,Low
TEKsystems,IT Services & Consulting,Bangalore,19,33,1300,3.2,Low,Medium,Medium,Low
VOIS,IT Services & Consulting,Pune,22,11,1300,3.8,High,High,Medium,Low
Chetu,Software Product,Noida,15,4,1300,3.5,Low,Low,Medium,Medium
Novo Nordisk,Pharma,Bangalore,75,186,1300,3.6,Low,High,Low,Low
Burger King,Hospitality,New Delhi,109,5,1300,3.9,Medium,Medium,Medium,Medium
iMerit,IT Services & Consulting,Kolkata,23,9,1300,3.2,Medium,Medium,Medium,Low
City Union Bank,Banking,Chennai,188,8,1300,3.0,Medium,Low,Medium,Low
Rashmi Metaliks,Iron & Steel,Kharagpur,44,6,1300,3.2,Low,Medium,Medium,Low
FDC,Pharma,Mumbai,127,0,1300,3.7,Medium,Medium,Medium,Low
Hindware Limited,Building Material,Hyderabad,134,4,1300,3.9,Medium,High,Medium,Low
JSW Cement,Building Material,Mumbai,141,0,1300,4.0,High,High,Medium,Low
Aptara,Content Development,Noida,15,7,1300,3.1,Medium,Medium,Medium,Low
Sunknowledge Services,BPO,Kolkata,14,10,1300,3.5,High,Medium,Medium,Low
Incedo,IT Services & Consulting,Gurgaon,13,13,1300,3.0,Low,Medium,Low,Low
Spicejet,Aviation,New Delhi,61,1,1300,3.4,Low,Medium,Medium,Low
CreditAccess Grameen,NBFC,Bangalore,339,15,1300,4.0,High,High,Medium,Medium
Bluestock ™,FinTech,Pune,44,0,1300,4.5,Medium,High,Medium,Medium
Hindustan Construction Company,Engineering & Construction,Mumbai,94,5,1300,4.3,High,Medium,Medium,Medium
ManpowerGroup,Recruitment,Bangalore,148,344,1300,3.6,Low,Medium,Medium,Low
Cinépolis,Media & Entertainment,New Delhi,60,5,1300,3.8,Medium,Medium,Medium,Low
Atul,Chemicals,Valsad,65,3,1300,3.9,High,High,Medium,Low
VIBGYOR Group of Schools,Education & Training,Bangalore,38,175,1300,3.4,Low,Medium,Medium,Low
TE Connectivity,Electronics Manufacturing,Bangalore,23,74,1300,4.1,High,High,Medium,Low
Punjab National Bank,Banking,New Delhi,217,0,1300,3.8,High,Medium,Medium,Medium
Citco,Management Consulting,Pune,14,34,1300,3.1,Medium,Low,Medium,Low
ZF Steering Gear,Auto Components,Pune,35,3,1300,3.7,Medium,Medium,Low,Low
Fabindia,Retail,New Delhi,84,8,1300,3.8,High,High,Medium,Low
The Ramco Cements,Building Material,Chennai,123,1,1300,4.1,High,High,Medium,Medium
RBL FinServe,Financial Services,Mumbai,365,0,1300,3.9,Medium,Medium,Medium,Medium
Shubham Housing Development Finance,NBFC,New Delhi,156,1,1300,3.9,Medium,High,Medium,Medium
Brillio,IT Services & Consulting,Bangalore,15,15,1300,3.4,Low,Medium,Low,Low
Nippon Paint India,Chemicals,Chennai,164,2,1300,4.0,Medium,High,Medium,Low
Pantaloons,Retail,Mumbai,154,0,1300,4.1,High,Medium,Medium,Medium
Sigma Electric Manufacturing Corporation,Industrial Machinery,Pune,23,8,1300,4.0,High,High,Medium,Low
AGS Transact Technologies,FinTech,Mumbai,123,0,1300,2.8,Low,Medium,Medium,Low
Mondelez International,Food Processing,Mumbai,195,54,1300,4.1,Medium,High,Medium,Low
Hatsun Agro Product,Food Processing,Chennai,126,10,1300,3.8,Low,Medium,Medium,Low
GEP Worldwide,IT Services & Consulting,Mumbai,18,8,1300,3.6,Medium,Medium,Low,Low
CenturyPly,Furniture & Furnishing,Kolkata,141,42,1300,3.8,Medium,Medium,Medium,Low
OM Logistics,Logistics,New Delhi,122,6,1300,3.9,High,High,Medium,Low
Luminous Power Technologies,Consumer Electronics & Appliances,Gurgaon,136,39,1300,4.1,High,High,Medium,Medium
Panasonic,Consumer Electronics & Appliances,Gurgaon,126,18,1300,4.0,High,High,Medium,Low
Grant Thornton,Accounting & Auditing,Bangalore,60,206,1300,3.4,Medium,Medium,Low,Low
Baroda Global Shared Services,BPO,Gandhinagar,177,30,1300,3.8,Medium,High,Medium,Low
Dell EMC,IT Services & Consulting,Bangalore,54,0,1200,3.8,Medium,High,Medium,Low
More Supermarket,Retail,Bangalore,159,57,1200,3.7,Low,Medium,Medium,Low
INDIUM,IT Services & Consulting,Chennai,14,103,1300,4.0,Medium,High,Medium,Low
Aerial Telecom Solutions,Telecom,Mohali,110,16,1200,4.0,Medium,High,High,Medium
Decathlon,Retail,Bangalore,70,4,1200,3.7,High,Low,Medium,Low
ECIL,Electronics Manufacturing,Hyderabad,57,0,1200,4.2,Medium,High,High,Medium
Jindal X,BPO,New Delhi,23,2,1200,3.6,Low,Medium,Medium,Low
Tenneco,Auto Components,Pune,45,10,1200,3.6,Medium,Medium,Low,Low
Vestas,Power,Chennai,51,18,1200,4.1,Medium,High,High,Low
Jakson Group,Power,Noida,101,24,1200,4.1,Medium,High,Medium,Medium
Automotive Manufacturers,Automobile,Hyderabad,148,38,1200,3.9,Medium,Medium,Medium,Low
Ion Exchange India,Waste Management,Mumbai,125,28,1200,3.7,High,Medium,Medium,Low
R Systems International,IT Services & Consulting,Noida,23,25,1200,3.4,Low,Medium,Medium,Low
OpenText Technologies,Software Product,Bangalore,15,28,1200,3.4,Low,Medium,Low,Low
Troikaa Pharmaceuticals,Pharma,Ahmedabad,105,9,1200,4.1,Medium,High,Medium,Medium
Centre for Development of Advanced Computing,IT Services & Consulting,Pune,41,0,1200,3.7,High,High,Medium,Low
Viraj Profiles,Iron & Steel,Mumbai,28,4,1200,3.9,Medium,High,High,Medium
Samsung Research,IT Services & Consulting,Bangalore,20,0,1200,3.1,Medium,Medium,Low,Low
SKF,Auto Components,Pune,70,70,1200,4.0,Medium,High,Medium,Low
ANZ Banking Group,Banking,Bangalore,19,2,1200,3.8,Medium,High,Medium,Low
Astral Pipe,Building Material,Ahmedabad,143,63,1300,3.9,High,High,Medium,Low
ICICI Prudential Mutual Fund,Financial Services,Mumbai,168,0,1200,3.9,High,High,Medium,Low
Rupeek,FinTech,Bangalore,58,25,1200,4.1,Medium,High,High,Medium
Globant,IT Services & Consulting,Pune,17,64,1200,3.4,Low,High,Low,Low
Fresenius Kabi,Pharma,Pune,65,30,1200,4.0,High,High,Medium,Low
PNC Infratech,Engineering & Construction,Agra,94,4,1200,3.8,Medium,Medium,Medium,Low
Oil And Natural Gas Corporation,Oil & Gas,Mumbai,85,0,1200,4.3,Medium,High,High,Medium
Godrej Consumer Products,FMCG,Mumbai,150,0,1200,4.0,High,High,Medium,Low
Synchrony,Financial Services,Hyderabad,10,7,1200,4.3,High,High,Medium,Medium
Intertek,"Testing, Inspection and Certification (TIC)",New Delhi,115,59,1200,3.7,Medium,Medium,Medium,Low
iSON Xperiences,BPO,Chennai,44,9,1200,3.3,Medium,Medium,Medium,Low
NetAmbit,BPO,Noida,145,6,1200,4.0,Medium,High,Medium,Medium
Shriram Pistons & Rings,Auto Components,Bhiwadi,62,2,1200,4.1,High,High,Medium,Low
T-Systems ICT India,IT Services & Consulting,Pune,17,9,1200,3.8,Medium,High,Medium,Low
SK Finance Limited,NBFC,Jaipur,265,0,1200,3.8,Medium,Medium,Medium,Low
AIIMS,Education & Training,New Delhi,74,0,1200,4.1,Medium,Medium,High,Low
Aarvee Associates,Engineering & Construction,Hyderabad,169,0,1200,3.7,Medium,High,Medium,Low
Mu Sigma,Analytics & KPO,Bangalore,17,0,1200,2.5,Low,Low,Medium,Medium
Best Sellers,Retail,Mumbai,93,3,1200,4.1,Medium,High,Medium,Low
Zoho,Software Product,Chennai,36,0,1200,4.2,High,High,Medium,Medium
Spandana Sphoorty Financial,NBFC,Hyderabad,348,3,1200,3.7,Low,Medium,Low,Medium
Wind World,Power,Jaisalmer,83,7,1200,4.0,High,High,High,Low
H.G. Infra Engineering,Engineering & Construction,Jaipur,100,10,1200,4.0,Low,Medium,Medium,Medium
Apex Group,Financial Services,Pune,29,267,1200,2.7,Low,Medium,Medium,Low
Qualcomm,Semiconductors,Hyderabad,19,216,1200,3.7,Medium,Low,Low,Low
Kalpataru Limited,Real Estate,Mumbai,83,15,1200,4.2,High,High,Medium,Medium
Prodapt,IT Services & Consulting,Chennai,17,120,1200,3.5,Medium,Medium,Low,Low
Parexel International,Clinical Research,Hyderabad,26,10,1200,3.8,Medium,Medium,Medium,Low
EbixCash Limited,Software Product,Noida,86,5,1200,3.7,High,High,Medium,Low
Dassault Systemes,Software Product,Pune,13,0,1200,3.8,High,High,Medium,Low
DENSO,Auto Components,Gurgaon,40,1,1200,4.1,High,Medium,Medium,Medium
mPokket,NBFC,Kolkata,21,7,1200,4.4,High,High,Medium,Medium
Leadec India,Facility Management Services,Pune,79,9,1200,4.1,High,High,Medium,Medium
FOCUS EDUMATICS,EdTech,Coimbatore,36,0,1200,2.9,Low,Medium,Medium,Low
KIMS Hospital,Healthcare,Hyderabad,60,15,1200,3.9,Medium,Medium,Medium,Low
Fidelity National Financial,Financial Services,Bangalore,16,7,1200,3.8,High,Medium,Low,Low
PHN Technology,EdTech,Pune,33,4,1200,4.3,Medium,Medium,High,Medium
Rockman Industries,Auto Components,Haridwar,41,12,1200,3.9,High,Medium,Medium,Medium
Kirloskar Oil Engines,Industrial Machinery,Pune,106,24,1200,4.1,High,High,Medium,Low
Fidelity Investments,Financial Services,Bangalore,20,2,1200,4.1,High,High,Medium,Low
Diageo,Beverage,Bangalore,98,53,1200,3.8,Low,High,Medium,Low
Royal Migration Solutions,Other,Dubai,13,0,1200,4.9,Medium,High,High,Medium
JK Lakshmi Cement,Building Material,New Delhi,141,1,1200,3.7,Low,Medium,Medium,Low
DLF,Real Estate,Gurgaon,36,7,1200,3.9,Medium,High,Medium,Low
Intel,Semiconductors,Bangalore,37,35,1200,4.1,Low,High,High,Low
Colliers India,Real Estate,Bangalore,47,100,1200,3.9,Medium,High,Medium,Low
Ahluwalia Contracts India,Engineering & Construction,New Delhi,59,20,1200,4.0,High,High,Medium,Medium
ACG Worldwide,Pharma,Mumbai,32,27,1200,3.8,Medium,Medium,Medium,Low
Barclays Shared Services,Financial Services,Chennai,17,889,1200,3.8,High,High,Medium,Low
JTEKT,Auto Components,Gurgaon,30,0,1200,4.1,High,High,Medium,Low
ExcelR,Education & Training,Bangalore,25,37,1200,3.7,Medium,Medium,Medium,Low
The Jaypee Group,Engineering & Construction,Noida,107,4,1100,3.8,High,High,Medium,Low
Xyz Company,Financial Services,Bangalore,96,0,1100,3.8,High,High,Medium,Medium
Baazar Retail Private Limited,Retail,Kolkata,108,0,1100,4.5,High,High,Medium,Medium
Thyrocare Technologies,Healthcare,Mumbai,76,1,1100,3.7,Medium,Medium,Medium,Low
DP World,Logistics,Mumbai,84,94,1100,3.8,Medium,Medium,Medium,Low
Indostar Capital Finance Limited,NBFC,Mumbai,323,0,1100,4.4,Medium,High,High,Medium
Indostar Capital Finance Limited,NBFC,Mumbai,323,0,1100,4.4,Medium,High,High,Medium
DISH TV,Broadcasting,Noida,154,29,1100,3.4,Low,Medium,Medium,Low
Edelweiss,Financial Services,Mumbai,114,0,1100,3.7,Medium,Medium,Low,Low
Coca-Cola Company,Beverage,Bangalore,205,1,1100,4.0,Medium,High,Medium,Low
Nilkamal,Furniture & Furnishing,Mumbai,113,11,1100,3.7,Medium,Medium,Low,Low
Electronica Finance,NBFC,Pune,171,19,1100,4.1,Medium,High,Medium,Medium
Salesforce,Software Product,Hyderabad,41,160,1100,3.9,Low,High,Medium,Low
Podar International School,Education & Training,Mumbai,125,1,1100,4.1,Medium,High,Medium,Medium
PayPal,FinTech,Bangalore,16,0,1100,3.8,Low,High,Medium,Low
Innova Solutions,IT Services & Consulting,Hyderabad,38,47,1100,3.3,Low,Medium,Medium,Low
Apollo Health and Lifestyle Limited,Healthcare,Hyderabad,94,32,1100,4.3,High,High,Medium,Medium
Bajaj Motors,Auto Components,Gurgaon,90,0,1100,3.9,Medium,High,Medium,Low
Johnson Lifts,Industrial Machinery,Chennai,76,8,1100,3.9,High,High,Medium,Low
MDIndia Health Insurance TPA,Insurance,Pune,95,49,1100,3.6,Medium,Medium,Medium,Low
Aparna Constructions and Estates,Real Estate,Hyderabad,22,44,1100,3.9,High,Medium,Medium,Low
Meril,Medical Equipment,Vapi,81,46,1100,3.5,High,Medium,Low,Low
HFCL Limited,Telecom,Hyderabad,112,17,1100,3.7,Medium,High,Medium,Low
Dhoot Transmission,Auto Components,Aurangabad,43,9,1100,3.7,Medium,Medium,Low,Low
Nielsen,Analytics & KPO,Bangalore,75,1,1100,3.4,Low,Medium,Low,Low
Birla Corporation,Building Material,Kolkata,144,0,1100,4.1,High,High,Medium,Medium
London Stock Exchange Group,Financial Services,Bangalore,12,39,1100,3.7,Medium,High,Low,Low
Strides Pharma,Pharma,Bangalore,35,0,1100,3.9,Low,Medium,Medium,Low
Schaeffler India,Auto Components,Vadodara,28,9,1100,4.0,High,High,Medium,Low
CaratLane - A Tata Product,Jewellery,Chennai,87,88,1100,4.0,High,Medium,Medium,Low
Biocon Biologics,Biotechnology,Bangalore,27,2,1100,3.7,Medium,Medium,Low,Low
